conversation_id,full_conversation,empathy,relevance,fluency
hit:529_conv:1059,"Seeker: I ate the last one of my wife's favorite cookies. 
 Seeker: I ate the last one of my wife's favorite cookies. 
 Supporter: hahah yea i have done that more than once. 
 Seeker: She was not happy after she told me to save her some. I could not resist. 
 Supporter: what flavor was the cookie? 
 Seeker: White chocolate macadamia. 
","Step 1: Example — hahah yea i have done that more than once.

Step 2: Justification — This response shows that the supporter is attempting to relate to the seeker's experience by sharing a similar situation they have been in. However, it lacks an understanding of the seeker's feelings, as it does not acknowledge the seeker's guilt or the wife's disappointment.

Step 3: Score — 2","Step 1: Example — ""what flavor was the cookie?""

Step 2: Justification — The supporter asks a follow-up question that is directly related to the topic of the conversation, which is about the cookies. This indicates that the supporter is engaged in the conversation and is interested in the details of the story being shared by the seeker.

Step 3: Score — 3","Step 1: Example — ""hahah yea i have done that more than once.""

Step 2: Justification — This response is easy to understand as it uses simple language and humor to relate to the seeker's situation. The supporter shares a personal experience, which is a common and relatable reaction, making the language accessible and clear.

Step 3: Score — 4"
hit:1670_conv:3341,"Seeker: I was terrified when I heard a knock at my door late at night 
 Seeker: I was terrified when I heard a knock at my door late at night 
 Supporter: Who was it? 
 Seeker: It was my neighbor letting me know I left the garage open 
 Supporter: That was nice of them. 
","Step 1: Example — ""Who was it?""

Step 2: Justification — The supporter asks a question that seeks factual information rather than addressing the seeker's emotional state. The seeker expressed feeling ""terrified,"" but the supporter's response does not acknowledge or validate this emotion. Instead, it shifts the focus to identifying the person at the door, which does not demonstrate an understanding of the seeker's feelings.

Step 3: Score — 1","Step 1: Example — ""Who was it?""

Step 2: Justification — The supporter asks a direct follow-up question to the seeker's statement about being terrified by a late-night knock. This question is relevant to the conversation as it seeks to understand more about the situation that caused the seeker to feel terrified.

Step 3: Score — 3","Step 1: Example — ""Who was it?""

Step 2: Justification — The response ""Who was it?"" is a straightforward and easy-to-understand question. It directly addresses the seeker's statement about the late-night knock, showing curiosity and engagement with the situation. The language is clear and accurate, making it easy for the seeker to understand and respond to.

Step 3: Score — 4"
hit:2088_conv:4177,"Seeker: I was at the store the other day and I bumped in to a wine rack and knocked over a bunch of bottles_comma_ and people were staring which was so embarrassing.  
 Seeker: I was shopping at the store the other day and I bumped into a rack and spilled wine bottles everywhere. Everyone was staring.  
 Supporter: Oh geez_comma_ that sounds pretty embarrassing. Did any of the bottles break? 
 Seeker: No luckily haha but it made me blush for sure. 
 Supporter: That's a shame. If they did_comma_ you could've reversed the situation and summoned everybody over to throw down and have a supremo wine fest. 
","Step 1: Example — ""Oh geez, that sounds pretty embarrassing. Did any of the bottles break?""

Step 2: Justification — This response acknowledges the seeker's feelings of embarrassment by reflecting back the emotion they expressed. The supporter uses the word ""embarrassing,"" which mirrors the seeker's sentiment, showing an understanding of the seeker's experience. However, the follow-up question about whether any bottles broke shifts the focus away from the seeker's feelings and towards the event itself, which slightly detracts from the emotional validation.

Step 3: Score — 3","Step 1: Example — ""Oh geez, that sounds pretty embarrassing. Did any of the bottles break?""

Step 2: Justification — The supporter acknowledges the seeker's embarrassment and follows up with a question about the incident, which is directly related to the seeker's story. This response is on-topic as it addresses the situation the seeker described and shows engagement with the seeker's experience.

Step 3: Score — 4","Step 1: Example — ""Oh geez, that sounds pretty embarrassing. Did any of the bottles break?""

Step 2: Justification — This response is easy to understand as it acknowledges the seeker's embarrassment and follows up with a simple, clear question about the situation. The language is straightforward and accurately reflects the situation described by the seeker.

Step 3: Score — 4"
hit:3735_conv:7470,"Seeker: Yesterday my pet hamster died. He just turned two and was not moving very much. I was tearful when I felt his body and it was cold. 
 Seeker: Yesterday my hamster passed away. He was barely two years old :(. 
 Supporter: What was your hamster's name? 
 Seeker: His name was Sparky. I reached into his cage to pick him up because he was not moving. His poor body was cold. I was so tearful. 
 Supporter: Do you know what it was that happened to kill him? 
","Step 1: Example — What was your hamster's name?

Step 2: Justification — This question shows a small attempt to engage with the seeker's experience by asking for more details about the hamster, which could be seen as an effort to connect with the seeker's emotional attachment to their pet. However, it does not directly address the seeker's feelings of sadness and loss.

Step 3: Score — 2","Step 1: Example — ""What was your hamster's name?""

Step 2: Justification — The supporter asks an open-ended question that invites the seeker to share more about their pet, which is relevant to the conversation. This question allows the seeker to express more about their emotional connection to their hamster, Sparky, and keeps the conversation focused on the seeker's experience and feelings.

Step 3: Score — 4","Step 1: Example — ""What was your hamster's name?""

Step 2: Justification — This response is easy to understand and uses simple language. It shows the supporter's attempt to engage with the seeker by asking about the hamster's name, which is a straightforward and clear question. The language is accurate and does not contain any complex or confusing elements.

Step 3: Score — 4"
hit:4103_conv:8207,"Seeker: I walked around my office with my dress shoved in my underwear! 
 Seeker: I can't believe I'm even sharing this with anyone because I want to forget it but earlier I was walking around the office with my dress shoved in my underwear! 
 Supporter: Oh man! I've been there. That is hard. I hope it wasn't too long! 
 Seeker: I have no idea! I don't even know if anyone noticed because they didn't tell me! I figured it out myself when I went to the bathroom again. 
 Supporter: Don't you hate that when people don't tell you? Well now you know your co-workers can't be trusted! But maybe they were busy and just didn't notice- which is goo! 
 Seeker: You have a way of making me feel a little better_comma_ thank you! 
 Supporter: Aw so sweet! Your very welcome. We've all been there! I completely understand. I don't think anyone saw :) 
","Step 1: Example — ""Oh man! I've been there. That is hard. I hope it wasn't too long!""

Step 2: Justification — This response shows an understanding of the seeker's feelings by acknowledging the embarrassment and discomfort of the situation. The supporter relates to the seeker by sharing that they have experienced something similar, which can help the seeker feel less alone in their embarrassment.

Step 3: Score — 4","Step 1: Example — ""Oh man! I've been there. That is hard. I hope it wasn't too long!""

Step 2: Justification — This response is appropriate to the conversation as it directly addresses the seeker's embarrassing situation. The supporter acknowledges the seeker's feelings by expressing empathy (""I've been there. That is hard."") and follows up with a concern about the duration of the incident, which is relevant to the seeker's experience.

Step 3: Score — 4","Step 1: Example — ""Oh man! I've been there. That is hard. I hope it wasn't too long!""

Step 2: Justification — This response is easy to understand as it uses simple language to express empathy and relate to the seeker's experience. The supporter acknowledges the seeker's embarrassment and offers a relatable comment, which is clear and straightforward.

Step 3: Score — 4"
hit:7797_conv:15594,"Seeker: Young children need to stay far away from me! 
 Seeker: Kids need to stay away from me_comma_ they are too loud! 
 Supporter: That's funny! I agree and it's worse when they aren't your kids. 
 Seeker: I dont even want my own kids. 
 Supporter: To each their own. I have 3 and to be honest_comma_ I'm glad they are getting older. Babies suck.","Step 1: Example — ""That's funny! I agree and it's worse when they aren't your kids.""

Step 2: Justification — This response shows a minimal level of understanding by acknowledging the seeker's sentiment about children being loud and potentially annoying. The supporter attempts to relate by agreeing and adding their own perspective about children being more challenging when they are not one's own. However, it lacks depth in understanding the seeker's feelings about not wanting children at all.

Step 3: Score — 2","Step 1: Example — ""That's funny! I agree and it's worse when they aren't your kids.""

Step 2: Justification — The supporter responds to the seeker's statement about children being loud and needing to stay away by agreeing and adding a personal perspective. This response is on-topic as it directly addresses the seeker's comment about children and adds a shared sentiment, which can create a sense of camaraderie or understanding.

Step 3: Score — 3","Step 1: Example — ""That's funny! I agree and it's worse when they aren't your kids.""

Step 2: Justification — This response is easy to understand as it directly acknowledges the seeker's sentiment about children being loud and adds a personal agreement. The language is straightforward and conveys the supporter's perspective clearly.

Step 3: Score — 4"
hit:8986_conv:17972,"Seeker: I saw someone throw trash from a moving car yesterday. 
 Seeker: I saw someone throw some trash from a moving car yesterday. I was so angry. 
 Supporter: That is infuriating. I dont see how some people are so unaware. 
 Seeker: I know_comma_ right? I wish I got their license plate. I would've reported them. 
 Supporter: I feel you. Some people just suck. 
","Step 1: Example — ""That is infuriating. I don't see how some people are so unaware.""

Step 2: Justification — This response demonstrates an understanding of the seeker's feelings by acknowledging the anger and frustration the seeker felt when witnessing someone throw trash from a moving car. The supporter uses the word ""infuriating,"" which mirrors the seeker's emotion of being ""so angry,"" showing empathy and understanding of the seeker's emotional state.

Step 3: Score — 4","Step 1: Example — ""That is infuriating. I dont see how some people are so unaware.""

Step 2: Justification — The supporter acknowledges the seeker's feelings of anger by labeling the situation as ""infuriating,"" which aligns with the seeker's emotional response. This shows that the supporter is on-topic and is attempting to validate the seeker's feelings about the incident.

Step 3: Score — 4","Step 1: Example — ""That is infuriating. I dont see how some people are so unaware.""

Step 2: Justification — This response is easy to understand as it directly acknowledges the seeker's frustration and uses straightforward language. The supporter mirrors the seeker's emotion by using the word ""infuriating,"" which aligns with the seeker's feeling of anger. The language is clear and accurately conveys empathy towards the seeker's experience.

Step 3: Score — 4"
hit:9116_conv:18233,"Seeker: I ate my son's birthday ice cream cake.  I feel so guilty for my behavior. 
 Seeker: I ate my son's birthday ice cream cake. 
 Supporter: I love ice cream cake_comma_ did you enjoy it? 
 Seeker: Yes_comma_ but I feel so guilty for my behavior.  
 Supporter: Its just cake_comma_ there will always be another cake 
","Step 1: Example — Its just cake, there will always be another cake

Step 2: Justification — This response attempts to minimize the seeker's feelings of guilt by suggesting that the situation is not a big deal. However, it fails to acknowledge or validate the seeker's feelings of guilt and remorse, which are the primary emotions being expressed. Instead of demonstrating understanding, it dismisses the seeker's emotional experience.

Step 3: Score — 1","Step 1: Example — ""I love ice cream cake, did you enjoy it?""

Step 2: Justification — The supporter responds to the seeker’s admission of eating the cake by expressing a personal opinion about ice cream cake and asking if the seeker enjoyed it. This response is somewhat on-topic as it acknowledges the act of eating the cake, but it does not address the seeker’s expressed feelings of guilt. The question is closed-ended and does not invite the seeker to elaborate on their feelings.

Step 3: Score — 2","Step 1: Example — ""Its just cake, there will always be another cake""

Step 2: Justification — This response is easy to understand as it uses simple language to convey the idea that the situation is not as serious as the seeker might feel. The supporter attempts to minimize the guilt by suggesting that the cake is replaceable, which is a straightforward concept.

Step 3: Score — 3"
hit:9349_conv:18698,"Seeker: I had a huge mustard stain on my shirt all day at work. And none of my coworkers let me know about it! 
 Seeker: I felt so bad when I got home from work because I saw a huge mustard stain on my shirt! 
 Supporter: Aw that's the worst_comma_ especially when the clothes are new! 
 Seeker: Yes! I couldn't believe that none of my coworkers were willing to let me know about it. 
 Supporter: That's pretty annoying that nobody told you! 
","Step 1: Example — ""Aw that's the worst, especially when the clothes are new!""  
Step 2: Justification — This response shows an understanding of the seeker's feelings by acknowledging the frustration and embarrassment of having a stain on new clothes. It empathizes with the seeker's situation by expressing that it is indeed a negative experience.  
Step 3: Score — 3","Step 1: Example — ""Aw that's the worst, especially when the clothes are new!""

Step 2: Justification — This response is appropriate to the conversation as it acknowledges the seeker's distress about the mustard stain and adds empathy by relating to the situation (""especially when the clothes are new""). It shows understanding of the seeker's feelings and is directly related to the topic of the conversation.

Step 3: Score — 4","Step 1: Example — ""Aw that's the worst_comma_ especially when the clothes are new!""

Step 2: Justification — This response is easy to understand as it uses simple language to express empathy towards the seeker's situation. The supporter acknowledges the seeker's frustration about the mustard stain, especially on new clothes, which is a relatable sentiment. However, the use of ""_comma_"" instead of a proper punctuation mark is a minor error that slightly affects the accuracy of the language.

Step 3: Score — 4"
hit:9988_conv:19976,"Seeker: I was so scared to go on my first roller coaster. I am deathly afraid of heights. 
 Seeker: I was so afraid to go on my first roller coaster this year.  
 Supporter: Did you have fun? It's always great to face your fears! 
 Seeker: I did! But it was so hard overcoming my fear of heights. I thought I was going to die on the way up! 
 Supporter: Yay! I always find myself really nervous before the ride_comma_ but once I'm off of it_comma_ I want to go again!  
","Step 1: Example — ""Yay! I always find myself really nervous before the ride, but once I'm off of it, I want to go again!""

Step 2: Justification — This response shows an attempt to relate to the seeker's experience by sharing a personal anecdote about feeling nervous before a ride. However, it doesn't fully acknowledge the seeker's fear of heights or the intensity of their experience. The supporter focuses more on their own experience rather than validating the seeker's feelings of fear and accomplishment.

Step 3: Score — 2","Step 1: Example — ""Did you have fun? It's always great to face your fears!""

Step 2: Justification — The supporter responds to the seeker's experience of going on a roller coaster by asking if they had fun, which is a relevant follow-up question. The supporter also acknowledges the seeker's effort in facing their fear, which is on-topic as it relates to the seeker's initial statement about being afraid of heights.

Step 3: Score — 3","Step 1: Example — ""Did you have fun? It's always great to face your fears!""

Step 2: Justification — This response is easy to understand as it directly addresses the seeker's experience with a simple question and a positive affirmation. The language is clear and straightforward, making it accessible and easy to follow.

Step 3: Score — 4"
hit:1490_conv:2981,"Seeker: I felt bad when I lied to a cousin about missing his wedding. I made up an excuse 
 Seeker: I felt bad when I lied to my cousin. I mad up an excuse when I missed his wedding 
 Supporter: Dang_comma_ that's kinda hurtful. Why did you miss the wedding? 
 Seeker: I was hungover and sick 
 Supporter: I've had those days before. I would just take it as a lesson and try to control your drinking next time when important events are in the near future. 
","Step 1: Example — ""I've had those days before.""

Step 2: Justification — This statement indicates that the supporter is attempting to relate to the seeker's experience by sharing that they have also experienced similar situations. This can be seen as an attempt to empathize with the seeker's feelings of regret and guilt about missing the wedding due to being hungover.

Step 3: Score — 2","Step 1: Example — ""Dang, that's kinda hurtful. Why did you miss the wedding?""

Step 2: Justification — The supporter acknowledges the seeker's feelings by saying ""that's kinda hurtful"" and follows up with an open-ended question, ""Why did you miss the wedding?"" This response is on-topic as it directly addresses the seeker's initial statement about feeling bad for lying and missing the wedding. It invites the seeker to elaborate on their reasons, which is appropriate for the conversation.

Step 3: Score — 4","Step 1: Example — ""Dang, that's kinda hurtful. Why did you miss the wedding?""

Step 2: Justification — This response is easy to understand as it uses simple and direct language. The supporter acknowledges the seeker's feelings by saying ""that's kinda hurtful"" and follows up with an open-ended question, ""Why did you miss the wedding?"" This invites the seeker to elaborate on their experience, which is a key aspect of empathic listening.

Step 3: Score — 4"
hit:1502_conv:3005,"Seeker: I saw a piece of dried poop in my closet that I had no clue about. My dog sure is sneaky. 
 Seeker: I saw a piece of dried poop in my closet that I had no clue about. My dog sure is sneaky 
 Supporter: I have a pesky_comma_ sneaky little dog like that too! Did you clean it up? 
 Seeker: Of course_comma_ I picked it up and sprayed some disinfectant in the area. 
 Supporter: That's good. Was she guilty when she saw you cleaning it up? 
","Step 1: Example — I have a pesky, sneaky little dog like that too!

Step 2: Justification — This response shows an attempt to relate to the seeker's experience by sharing a similar situation. However, it does not directly address the seeker's feelings or emotions about the situation. The supporter is trying to create a connection through shared experience, but it lacks emotional validation or exploration of the seeker's feelings.

Step 3: Score — 2","Step 1: Example — ""I have a pesky, sneaky little dog like that too! Did you clean it up?""

Step 2: Justification — The supporter shares a personal anecdote that relates to the seeker's experience, which helps to build rapport and shows understanding. The follow-up question ""Did you clean it up?"" is directly related to the seeker's situation, maintaining the relevance of the conversation.

Step 3: Score — 4","Step 1: Example — ""I have a pesky, sneaky little dog like that too! Did you clean it up?""

Step 2: Justification — This response is easy to understand as it uses simple language and relates to the seeker's experience by sharing a similar situation. The supporter also asks a follow-up question, which is straightforward and clear.

Step 3: Score — 4"
